starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 18 09:09:23 2018	1524064163	0	141	141	125
Wed Apr 18 09:09:23 2018	1524064163	0	234	234	219
Wed Apr 18 09:09:23 2018	1524064163	0	361	361	345
Wed Apr 18 09:09:23 2018	1524064163	0	468	468	466
Wed Apr 18 09:09:23 2018	1524064163	0	562	562	562
Wed Apr 18 09:09:23 2018	1524064163	0	656	656	656
Wed Apr 18 09:09:23 2018	1524064163	0	749	749	734
Wed Apr 18 09:09:23 2018	1524064163	0	843	843	828
Wed Apr 18 09:09:23 2018	1524064163	0	937	937	921
Wed Apr 18 09:09:23 2018	1524064163	0	1046	1046	1046
Wed Apr 18 09:09:23 2018	1524064163	0	1171	1171	1156
Wed Apr 18 09:09:23 2018	1524064163	0	1265	1265	1249
Wed Apr 18 09:09:23 2018	1524064163	0	1358	1358	1342
Wed Apr 18 09:09:23 2018	1524064163	0	1458	1458	1452
Wed Apr 18 09:09:23 2018	1524064163	0	1547	1547	1547
Wed Apr 18 09:09:23 2018	1524064163	0	1641	1641	1641
Wed Apr 18 09:09:23 2018	1524064163	0	1735	1735	1735
Wed Apr 18 09:09:23 2018	1524064163	0	1828	1828	1828
Wed Apr 18 09:09:23 2018	1524064163	0	1938	1938	1922
Wed Apr 18 09:09:23 2018	1524064163	0	2031	2031	2031
Wed Apr 18 09:09:23 2018	1524064163	0	2157	2157	2157
Wed Apr 18 09:09:23 2018	1524064163	0	2250	2250	2250
Wed Apr 18 09:09:23 2018	1524064163	0	2345	2345	2345
Wed Apr 18 09:09:23 2018	1524064163	0	2447	2447	2442
Wed Apr 18 09:09:23 2018	1524064163	0	2530	2530	2530
Wed Apr 18 09:09:23 2018	1524064163	0	2624	2624	2624
Wed Apr 18 09:09:23 2018	1524064163	16	2693	2709	2693
Wed Apr 18 09:09:23 2018	1524064163	0	2787	2787	2787
Wed Apr 18 09:09:23 2018	1524064163	0	2881	2881	2881
Wed Apr 18 09:09:23 2018	1524064163	0	2975	2975	2975
Wed Apr 18 09:09:23 2018	1524064163	0	3068	3068	3053
Wed Apr 18 09:09:23 2018	1524064163	0	3162	3162	3162
Wed Apr 18 09:09:23 2018	1524064163	0	3271	3271	3271
Wed Apr 18 09:09:23 2018	1524064163	0	3389	3389	3373
Wed Apr 18 09:09:23 2018	1524064163	0	7438	7438	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7438	7438	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7438	7438	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7439	7439	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7439	7439	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7439	7439	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7439	7439	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7439	7439	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7440	7440	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7440	7440	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7440	7440	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7440	7440	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7441	7441	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7441	7441	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7441	7441	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7441	7441	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7441	7441	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7442	7442	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7442	7442	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7442	7442	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7442	7442	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7443	7443	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7443	7443	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7443	7443	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7443	7443	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7444	7444	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7444	7444	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7444	7444	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7444	7444	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7445	7445	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7445	7445	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7445	7445	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7445	7445	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7446	7446	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7446	7446	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7446	7446	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7446	7446	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7446	7446	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7447	7447	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7447	7447	7437
Wed Apr 18 09:09:23 2018	1524064163	0	7452	7452	7449
Wed Apr 18 09:09:23 2018	1524064163	0	7546	7546	7530
Wed Apr 18 09:09:23 2018	1524064163	0	7624	7624	7624
Wed Apr 18 09:09:23 2018	1524064163	0	7718	7718	7718
Wed Apr 18 09:09:23 2018	1524064163	0	7812	7812	7812
Wed Apr 18 09:09:23 2018	1524064163	0	7905	7905	7890
Wed Apr 18 09:09:23 2018	1524064163	0	7999	7999	7983
Wed Apr 18 09:09:23 2018	1524064163	0	8077	8077	8077
Wed Apr 18 09:09:23 2018	1524064163	0	8181	8181	8165
Wed Apr 18 09:09:23 2018	1524064163	0	8329	8329	8275
Wed Apr 18 09:09:23 2018	1524064163	0	8437	8437	8432
Wed Apr 18 09:09:23 2018	1524064163	0	8515	8515	8515
Wed Apr 18 09:09:23 2018	1524064163	0	8609	8609	8609
Wed Apr 18 09:09:23 2018	1524064163	0	8703	8703	8703
Wed Apr 18 09:09:23 2018	1524064163	0	8796	8796	8796
Wed Apr 18 09:09:23 2018	1524064163	0	8906	8906	8890
Wed Apr 18 09:09:23 2018	1524064163	0	9000	9000	9000
Wed Apr 18 09:09:23 2018	1524064163	0	9093	9093	9078
Wed Apr 18 09:09:23 2018	1524064163	0	9187	9187	9171
Wed Apr 18 09:09:23 2018	1524064163	0	9265	9265	9265
Wed Apr 18 09:09:23 2018	1524064163	0	9357	9357	9357
Wed Apr 18 09:09:23 2018	1524064163	0	9483	9483	9483
Wed Apr 18 09:09:23 2018	1524064163	0	9593	9593	9593
Wed Apr 18 09:09:23 2018	1524064163	0	9686	9686	9686
Wed Apr 18 09:09:23 2018	1524064163	0	9780	9780	9780
Wed Apr 18 09:09:23 2018	1524064163	0	9874	9874	9858
Wed Apr 18 09:09:23 2018	1524064163	0	9968	9968	9952
Wed Apr 18 09:09:23 2018	1524064163	16	10077	10093	10061
Wed Apr 18 09:09:23 2018	1524064163	0	10171	10171	10171
Wed Apr 18 09:09:23 2018	1524064163	0	10264	10264	10249
Wed Apr 18 09:09:23 2018	1524064163	0	10345	10345	10345
Wed Apr 18 09:09:23 2018	1524064163	0	10436	10436	10436
Wed Apr 18 09:09:23 2018	1524064163	0	10541	10541	10536
Wed Apr 18 09:09:23 2018	1524064163	0	10640	10640	10640
Wed Apr 18 09:09:23 2018	1524064163	0	10734	10734	10734
Wed Apr 18 09:09:23 2018	1524064163	0	10876	10876	10829
Wed Apr 18 09:09:23 2018	1524064163	0	10969	10969	10969
Wed Apr 18 09:09:23 2018	1524064163	0	11063	11063	11063
Wed Apr 18 09:09:23 2018	1524064163	0	11157	11157	11141
Wed Apr 18 09:09:23 2018	1524064163	0	11235	11235	11235
Wed Apr 18 09:09:23 2018	1524064163	0	11342	11342	11327
Wed Apr 18 09:09:23 2018	1524064163	0	11436	11436	11431
Wed Apr 18 09:09:23 2018	1524064163	0	11515	11515	11515
Wed Apr 18 09:09:23 2018	1524064163	0	11609	11609	11609
Wed Apr 18 09:09:23 2018	1524064163	0	11703	11703	11687
Wed Apr 18 09:09:23 2018	1524064163	0	11796	11796	11781
Wed Apr 18 09:09:23 2018	1524064163	0	11938	11938	11875
Wed Apr 18 09:09:23 2018	1524064163	0	12031	12031	12031
Wed Apr 18 09:09:23 2018	1524064163	0	12125	12125	12125
Wed Apr 18 09:09:23 2018	1524064163	0	12218	12218	12203
Wed Apr 18 09:09:23 2018	1524064163	0	12313	12313	12298
Wed Apr 18 09:09:23 2018	1524064163	0	12405	12405	12400
Wed Apr 18 09:09:23 2018	1524064163	0	12483	12483	12483
Wed Apr 18 09:09:23 2018	1524064163	0	12577	12577	12577
Wed Apr 18 09:09:23 2018	1524064163	0	12671	12671	12671
Wed Apr 18 09:09:23 2018	1524064163	0	12765	12765	12765
Wed Apr 18 09:09:23 2018	1524064163	0	12858	12858	12843
Wed Apr 18 09:09:23 2018	1524064163	0	12936	12936	12936
Wed Apr 18 09:09:23 2018	1524064163	0	13030	13030	13030
Wed Apr 18 09:09:23 2018	1524064163	0	13124	13124	13124
Wed Apr 18 09:09:23 2018	1524064163	0	13218	13218	13202
Wed Apr 18 09:09:23 2018	1524064163	0	13311	13311	13311
Wed Apr 18 09:09:23 2018	1524064163	0	13408	13408	13403
Wed Apr 18 09:09:23 2018	1524064163	0	13484	13484	13484
Wed Apr 18 09:09:23 2018	1524064163	0	13578	13578	13578
Wed Apr 18 09:09:23 2018	1524064163	0	13671	13671	13671
Wed Apr 18 09:09:23 2018	1524064163	0	13765	13765	13765
Wed Apr 18 09:09:23 2018	1524064163	0	13859	13859	13843
Wed Apr 18 09:09:23 2018	1524064163	0	13953	13953	13937
Wed Apr 18 09:09:23 2018	1524064163	0	14031	14031	14031
Wed Apr 18 09:09:23 2018	1524064163	0	14125	14125	14125
Wed Apr 18 09:09:23 2018	1524064163	0	14218	14218	14218
Wed Apr 18 09:09:23 2018	1524064163	0	14314	14314	14298
Wed Apr 18 09:09:23 2018	1524064163	0	14407	14407	14402
Wed Apr 18 09:09:23 2018	1524064163	0	14484	14484	14484
Wed Apr 18 09:09:23 2018	1524064163	0	14577	14577	14577
Wed Apr 18 09:09:23 2018	1524064163	0	14671	14671	14671
Wed Apr 18 09:09:23 2018	1524064163	0	14765	14765	14765
Wed Apr 18 09:09:23 2018	1524064163	0	14859	14859	14859
Wed Apr 18 09:09:23 2018	1524064163	0	14952	14952	14937
Wed Apr 18 09:09:23 2018	1524064163	0	15030	15030	15030
Wed Apr 18 09:09:31 2018	1524064171	0	15123	15123	15123
Wed Apr 18 09:09:23 2018	1524064163	0	15140	15140	15140
Wed Apr 18 09:09:31 2018	1524064171	0	15217	15217	15201
Wed Apr 18 09:09:23 2018	1524064163	0	15234	15234	15234
Wed Apr 18 09:09:31 2018	1524064171	0	15295	15295	15294
Wed Apr 18 09:09:23 2018	1524064163	0	15327	15327	15327
Wed Apr 18 09:10:39 2018	1524064239	0	15360	15360	15360
Wed Apr 18 09:09:31 2018	1524064171	0	15388	15388	15388
Wed Apr 18 09:09:23 2018	1524064163	0	15429	15429	15423
Wed Apr 18 09:10:39 2018	1524064239	0	15454	15454	15439
Wed Apr 18 09:09:31 2018	1524064171	0	15513	15513	15482
Wed Apr 18 09:09:23 2018	1524064163	0	15515	15515	15500
Wed Apr 18 09:10:39 2018	1524064239	0	15548	15548	15532
Wed Apr 18 09:09:31 2018	1524064171	0	15591	15591	15591
Wed Apr 18 09:09:23 2018	1524064163	0	15593	15593	15593
Wed Apr 18 09:10:39 2018	1524064239	0	15626	15626	15626
Wed Apr 18 09:09:31 2018	1524064171	0	15685	15685	15685
Wed Apr 18 09:09:23 2018	1524064163	0	15687	15687	15687
Wed Apr 18 09:10:39 2018	1524064239	0	15720	15720	15720
Wed Apr 18 09:09:31 2018	1524064171	1	15778	15779	15778
Wed Apr 18 09:09:23 2018	1524064163	0	15781	15781	15781
Wed Apr 18 09:10:39 2018	1524064239	0	15814	15814	15814
Wed Apr 18 09:09:23 2018	1524064163	0	15875	15875	15875
Wed Apr 18 09:09:31 2018	1524064171	0	15877	15877	15872
Wed Apr 18 09:10:39 2018	1524064239	0	15907	15907	15892
Wed Apr 18 09:09:23 2018	1524064163	0	15968	15968	15968
Wed Apr 18 09:09:31 2018	1524064171	0	15969	15969	15964
Wed Apr 18 09:10:39 2018	1524064239	0	15998	15998	15983
Wed Apr 18 09:09:29 2018	1524064169	1015	15030	16046	15030
Wed Apr 18 09:09:31 2018	1524064171	0	16060	16060	16045
Wed Apr 18 09:09:23 2018	1524064163	0	16062	16062	16046
Wed Apr 18 09:10:39 2018	1524064239	0	16092	16092	16076
Wed Apr 18 09:09:31 2018	1524064171	0	16139	16139	16138
Wed Apr 18 09:09:23 2018	1524064163	0	16140	16140	16140
Wed Apr 18 09:10:39 2018	1524064239	0	16174	16174	16174
Wed Apr 18 09:09:31 2018	1524064171	0	16231	16231	16231
Wed Apr 18 09:09:23 2018	1524064163	0	16234	16234	16234
Wed Apr 18 09:10:39 2018	1524064239	0	16280	16280	16275
Wed Apr 18 09:10:38 2018	1524064238	1015	15277	16292	15272
Wed Apr 18 09:09:31 2018	1524064171	0	16325	16325	16309
Wed Apr 18 09:09:23 2018	1524064163	16	16314	16329	16314
Wed Apr 18 09:10:39 2018	1524064239	0	16359	16359	16359
Wed Apr 18 09:09:23 2018	1524064163	0	16416	16416	16411
Wed Apr 18 09:09:31 2018	1524064171	0	16419	16419	16419
Wed Apr 18 09:10:39 2018	1524064239	0	16453	16453	16453
Wed Apr 18 09:09:23 2018	1524064163	0	16499	16499	16499
Wed Apr 18 09:09:31 2018	1524064171	0	16544	16544	16497
Wed Apr 18 09:10:39 2018	1524064239	0	16547	16547	16547
Wed Apr 18 09:09:23 2018	1524064163	0	16593	16593	16577
Wed Apr 18 09:09:31 2018	1524064171	0	16637	16637	16637
Wed Apr 18 09:10:39 2018	1524064239	0	16640	16640	16625
Wed Apr 18 09:09:23 2018	1524064163	0	16671	16671	16671
Wed Apr 18 09:10:39 2018	1524064239	0	16719	16719	16719
Wed Apr 18 09:09:31 2018	1524064171	0	16730	16730	16715
Wed Apr 18 09:09:23 2018	1524064163	0	16765	16765	16765
Wed Apr 18 09:09:31 2018	1524064171	0	16809	16809	16809
Wed Apr 18 09:10:39 2018	1524064239	0	16812	16812	16812
Wed Apr 18 09:09:23 2018	1524064163	0	16859	16859	16859
Wed Apr 18 09:10:39 2018	1524064239	0	16906	16906	16906
Wed Apr 18 09:09:31 2018	1524064171	0	16979	16979	16903
Wed Apr 18 09:09:23 2018	1524064163	0	16984	16984	16968
Wed Apr 18 09:10:39 2018	1524064239	0	17000	17000	16984
Wed Apr 18 09:09:31 2018	1524064171	1	17056	17057	17056
Wed Apr 18 09:09:23 2018	1524064163	0	17077	17077	17062
Wed Apr 18 09:10:39 2018	1524064239	0	17078	17078	17078
Wed Apr 18 09:09:31 2018	1524064171	0	17150	17150	17150
Wed Apr 18 09:09:23 2018	1524064163	0	17155	17155	17155
Wed Apr 18 09:10:39 2018	1524064239	0	17186	17186	17171
Wed Apr 18 09:09:31 2018	1524064171	0	17259	17259	17259
Wed Apr 18 09:10:39 2018	1524064239	0	17283	17283	17277
Wed Apr 18 09:09:23 2018	1524064163	0	17311	17311	17249
Wed Apr 18 09:09:31 2018	1524064171	0	17353	17353	17353
Wed Apr 18 09:10:39 2018	1524064239	0	17375	17375	17359
Wed Apr 18 09:09:23 2018	1524064163	0	17416	17416	17411
Wed Apr 18 09:09:31 2018	1524064171	1	17446	17447	17430
Wed Apr 18 09:10:39 2018	1524064239	0	17453	17453	17453
Wed Apr 18 09:09:23 2018	1524064163	0	17499	17499	17499
Wed Apr 18 09:09:31 2018	1524064171	0	17540	17540	17524
Wed Apr 18 09:10:39 2018	1524064239	0	17547	17547	17547
Wed Apr 18 09:09:23 2018	1524064163	0	17593	17593	17593
Wed Apr 18 09:09:31 2018	1524064171	0	17618	17618	17618
Wed Apr 18 09:10:39 2018	1524064239	0	17640	17640	17640
Wed Apr 18 09:09:23 2018	1524064163	0	17686	17686	17671
Wed Apr 18 09:09:31 2018	1524064171	0	17712	17712	17712
Wed Apr 18 09:10:39 2018	1524064239	0	17734	17734	17719
Wed Apr 18 09:09:23 2018	1524064163	0	17765	17765	17765
Wed Apr 18 09:09:31 2018	1524064171	1	17804	17805	17789
Wed Apr 18 09:10:39 2018	1524064239	0	17828	17828	17812
Wed Apr 18 09:09:23 2018	1524064163	0	17858	17858	17858
Wed Apr 18 09:10:39 2018	1524064239	0	17906	17906	17906
Wed Apr 18 09:09:31 2018	1524064171	0	17950	17950	17883
Wed Apr 18 09:09:23 2018	1524064163	0	17952	17952	17952
Wed Apr 18 09:10:39 2018	1524064239	0	18000	18000	18000
Wed Apr 18 09:09:31 2018	1524064171	0	18039	18039	18039
Wed Apr 18 09:09:23 2018	1524064163	0	18046	18046	18046
Wed Apr 18 09:10:39 2018	1524064239	0	18094	18094	18094
Wed Apr 18 09:09:31 2018	1524064171	0	18132	18132	18117
Wed Apr 18 09:09:23 2018	1524064163	0	18140	18140	18124
Wed Apr 18 09:10:39 2018	1524064239	0	18190	18190	18174
Wed Apr 18 09:09:31 2018	1524064171	0	18211	18211	18210
Wed Apr 18 09:09:23 2018	1524064163	0	18249	18249	18233
Wed Apr 18 09:10:39 2018	1524064239	0	18284	18284	18279
Wed Apr 18 09:09:31 2018	1524064171	0	18303	18303	18303
Wed Apr 18 09:09:23 2018	1524064163	0	18329	18329	18329
Wed Apr 18 09:10:39 2018	1524064239	0	18375	18375	18359
Wed Apr 18 09:09:31 2018	1524064171	0	18397	18397	18397
Wed Apr 18 09:09:23 2018	1524064163	0	18421	18421	18421
Wed Apr 18 09:10:39 2018	1524064239	0	18453	18453	18453
Wed Apr 18 09:09:49 2018	1524064189	1	18471	18472	18471
Wed Apr 18 09:09:50 2018	1524064190	0	18473	18473	18473
Wed Apr 18 09:09:50 2018	1524064190	0	18473	18473	18473
Wed Apr 18 09:09:50 2018	1524064190	0	18474	18474	18474
Wed Apr 18 09:09:48 2018	1524064188	0	18479	18479	18463
Wed Apr 18 09:09:50 2018	1524064190	0	18484	18484	18484
Wed Apr 18 09:09:50 2018	1524064190	0	18484	18484	18484
Wed Apr 18 09:09:49 2018	1524064189	0	18484	18484	18484
Wed Apr 18 09:09:49 2018	1524064189	0	18484	18484	18484
Wed Apr 18 09:09:49 2018	1524064189	0	18484	18484	18469
Wed Apr 18 09:09:49 2018	1524064189	0	18484	18484	18484
Wed Apr 18 09:09:49 2018	1524064189	0	18485	18485	18468
Wed Apr 18 09:09:31 2018	1524064171	0	18491	18491	18475
Wed Apr 18 09:09:49 2018	1524064189	0	18500	18500	18484
Wed Apr 18 09:09:49 2018	1524064189	0	18500	18500	18500
Wed Apr 18 09:09:49 2018	1524064189	0	18500	18500	18500
Wed Apr 18 09:09:51 2018	1524064191	0	18500	18500	18500
Wed Apr 18 09:09:49 2018	1524064189	0	18500	18500	18494
Wed Apr 18 09:09:49 2018	1524064189	0	18502	18502	18486
Wed Apr 18 09:09:50 2018	1524064190	0	18505	18505	18473
Wed Apr 18 09:09:50 2018	1524064190	0	18516	18516	18500
Wed Apr 18 09:09:50 2018	1524064190	16	18504	18520	18504
Wed Apr 18 09:09:48 2018	1524064188	0	18530	18530	18530
Wed Apr 18 09:09:48 2018	1524064188	0	18531	18531	18531
Wed Apr 18 09:09:48 2018	1524064188	0	18531	18531	18531
Wed Apr 18 09:09:48 2018	1524064188	0	18531	18531	18531
Wed Apr 18 09:09:50 2018	1524064190	0	18531	18531	18468
Wed Apr 18 09:09:48 2018	1524064188	0	18532	18532	18532
Wed Apr 18 09:09:48 2018	1524064188	0	18539	18539	18533
Wed Apr 18 09:09:52 2018	1524064192	0	18546	18546	18546
Wed Apr 18 09:09:50 2018	1524064190	0	18546	18546	18530
Wed Apr 18 09:09:48 2018	1524064188	0	18547	18547	18531
Wed Apr 18 09:10:39 2018	1524064239	0	18547	18547	18547
Wed Apr 18 09:09:51 2018	1524064191	0	18547	18547	18547
Wed Apr 18 09:09:47 2018	1524064187	0	18547	18547	18532
Wed Apr 18 09:09:48 2018	1524064188	0	18547	18547	18547
Wed Apr 18 09:09:51 2018	1524064191	0	18559	18559	18559
Wed Apr 18 09:09:52 2018	1524064192	0	18561	18561	18546
Wed Apr 18 09:09:52 2018	1524064192	0	18561	18561	18561
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18563
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18563
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18563
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18563
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18563
Wed Apr 18 09:09:51 2018	1524064191	0	18563	18563	18547
Wed Apr 18 09:09:48 2018	1524064188	0	18563	18563	18547
Wed Apr 18 09:09:51 2018	1524064191	0	18564	18564	18564
Wed Apr 18 09:09:31 2018	1524064171	0	18569	18569	18569
Wed Apr 18 09:09:23 2018	1524064163	0	18578	18578	18514
Wed Apr 18 09:09:51 2018	1524064191	0	18578	18578	18563
Wed Apr 18 09:09:54 2018	1524064194	0	18594	18594	18578
Wed Apr 18 09:09:53 2018	1524064193	0	18608	18608	18608
Wed Apr 18 09:09:47 2018	1524064187	0	18608	18608	18608
Wed Apr 18 09:09:47 2018	1524064187	0	18609	18609	18609
Wed Apr 18 09:09:56 2018	1524064196	0	18609	18609	18609
Wed Apr 18 09:09:56 2018	1524064196	0	18609	18609	18609
Wed Apr 18 09:09:53 2018	1524064193	0	18609	18609	18609
Wed Apr 18 09:09:54 2018	1524064194	0	18609	18609	18594
Wed Apr 18 09:09:53 2018	1524064193	0	18611	18611	18611
Wed Apr 18 09:09:56 2018	1524064196	0	18622	18622	18622
Wed Apr 18 09:09:53 2018	1524064193	0	18623	18623	18623
Wed Apr 18 09:09:47 2018	1524064187	0	18624	18624	18608
Wed Apr 18 09:09:47 2018	1524064187	0	18624	18624	18624
Wed Apr 18 09:09:55 2018	1524064195	0	18624	18624	18624
Wed Apr 18 09:09:55 2018	1524064195	0	18624	18624	18624
Wed Apr 18 09:09:55 2018	1524064195	0	18624	18624	18609
Wed Apr 18 09:09:52 2018	1524064192	0	18624	18624	18624
Wed Apr 18 09:09:53 2018	1524064193	0	18624	18624	18609
Wed Apr 18 09:09:53 2018	1524064193	0	18624	18624	18609
Wed Apr 18 09:09:53 2018	1524064193	0	18625	18625	18625
Wed Apr 18 09:09:53 2018	1524064193	0	18625	18625	18625
Wed Apr 18 09:09:53 2018	1524064193	0	18625	18625	18609
Wed Apr 18 09:09:53 2018	1524064193	0	18625	18625	18609
